brands,categories,code,nutriments,nutrition_grades,product_name
Brets,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps, en:potato-crisps-in-sunflower-oil",3497917000518,"{'carbohydrates': 52, 'carbohydrates_100g': 52, 'carbohydrates_serving': 15.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 52, 'carbon-footprint-from-known-ingredients_100g': 83.048, 'carbon-footprint-from-known-ingredients_product': 104, 'carbon-footprint-from-known-ingredients_serving': 24.9, 'energy': 2186, 'energy-kcal': 522, 'energy-kcal_100g': 522, 'energy-kcal_serving': 157, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 522, 'energy-kcal_value_computed': 521.8, 'energy-kj': 2186, 'energy-kj_100g': 2186, 'energy-kj_serving': 656, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2186, 'energy-kj_value_computed': 2176.5, 'energy_100g': 2186, 'energy_serving': 656, 'energy_unit': 'kJ', 'energy_value': 2186, 'fat': 31, 'fat_100g': 31, 'fat_serving': 9.3, 'fat_unit': 'g', 'fat_value': 31, 'fiber': 4.8, 'fiber_100g': 4.8, 'fiber_serving': 1.44, 'fiber_unit': 'g', 'fiber_value': 4.8, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0.72, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0.72, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0.72, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0.72, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 13, 'nutrition-score-fr_100g': 13, 'proteins': 6.3, 'proteins_100g': 6.3, 'proteins_serving': 1.89, 'proteins_unit': 'g', 'proteins_value': 6.3, 'salt': 1.6, 'salt_100g': 1.6, 'salt_serving': 0.48, 'salt_unit': 'g', 'salt_value': 1.6, 'saturated-fat': 2.6, 'saturated-fat_100g': 2.6, 'saturated-fat_serving': 0.78, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.6, 'sodium': 0.64, 'sodium_100g': 0.64, 'sodium_serving': 0.192, 'sodium_unit': 'g', 'sodium_value': 0.64, 'sugars': 2.6, 'sugars_100g': 2.6, 'sugars_serving': 0.78, 'sugars_unit': 'g', 'sugars_value': 2.6}",d,Chips saveur Chèvre piment d'Espelette
"Carrefour BIO, Carrefour","Breakfasts,Spreads,Sweet spreads,Sweeteners,Syrups,Simple syrups,Agave syrups,fr:Sirops-traditionnels",3560070740338,"{'carbohydrates': 75, 'carbohydrates_100g': 75, 'carbohydrates_serving': 188, 'carbohydrates_unit': 'g', 'carbohydrates_value': 75, 'energy': 1275, 'energy-kcal': 300, 'energy-kcal_100g': 300, 'energy-kcal_serving': 750, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 300, 'energy-kcal_value_computed': 300, 'energy-kj': 1275, 'energy-kj_100g': 1275, 'energy-kj_serving': 3190, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1275, 'energy-kj_value_computed': 1275, 'energy_100g': 1275, 'energy_serving': 3190, 'energy_unit': 'kJ', 'energy_value': 1275, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': 18, 'nutrition-score-fr_100g': 18, 'proteins': 0, 'proteins_100g': 0, 'proteins_serving': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0.03, 'salt_100g': 0.03, 'salt_serving': 0.075, 'salt_unit': 'g', 'salt_value': 0.03, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.012, 'sodium_100g': 0.012, 'sodium_serving': 0.03, 'sodium_unit': 'g', 'sodium_value': 0.012, 'sugars': 75, 'sugars_100g': 75, 'sugars_serving': 188, 'sugars_unit': 'g', 'sugars_value': 75}",d,Sirop d'agave
Bien,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains complets,Pains de mie complet,pains de mie complets,pains de mie complet",3760049794373,"{'carbohydrates': 38, 'carbohydrates_100g': 38, 'carbohydrates_serving': 12.5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 38, 'carbon-footprint-from-known-ingredients_100g': 73.2, 'carbon-footprint-from-known-ingredients_product': 366, 'carbon-footprint-from-known-ingredients_serving': 24.2, 'energy': 1060, 'energy-kcal': 252, 'energy-kcal_100g': 252, 'energy-kcal_serving': 83.2, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 252, 'energy-kcal_value_computed': 251.7, 'energy-kj': 1060, 'energy-kj_100g': 1060, 'energy-kj_serving': 350, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1060, 'energy-kj_value_computed': 1059.9, 'energy_100g': 1060, 'energy_serving': 350, 'energy_unit': 'kJ', 'energy_value': 1060, 'fat': 5.1, 'fat_100g': 5.1, 'fat_serving': 1.68, 'fat_unit': 'g', 'fat_value': 5.1, 'fiber': 6.9, 'fiber_100g': 6.9, 'fiber_serving': 2.28, 'fiber_unit': 'g', 'fiber_value': 6.9, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': -1, 'nutrition-score-fr_100g': -1, 'proteins': 10, 'proteins_100g': 10, 'proteins_serving': 3.3, 'proteins_unit': 'g', 'proteins_value': 10, 'salt': 0.99, 'salt_100g': 0.99, 'salt_serving': 0.327, 'salt_unit': 'g', 'salt_value': 0.99, 'saturated-fat': 0.5, 'saturated-fat_100g': 0.5, 'saturated-fat_serving': 0.165, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.5, 'sodium': 0.396, 'sodium_100g': 0.396, 'sodium_serving': 0.131, 'sodium_unit': 'g', 'sodium_value': 0.396, 'sugars': 1.9, 'sugars_100g': 1.9, 'sugars_serving': 0.627, 'sugars_unit': 'g', 'sugars_value': 1.9}",a,PAIN MIE SANDWICH BIO* COMPLET Sans sucres ajoutés 500G
"Mondelez, Mondelēz International, Philadelphia, Philadelphia - Mondelēz International","Dairies, Fermented foods, Fermented milk products, Cheeses, Spreads, Salted spreads, Cheese spreads",4000339035229,"{'carbohydrates': 4.3, 'carbohydrates_100g': 4.3, 'carbohydrates_serving': 4.3, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.3, 'energy': 946, 'energy-kcal': 226, 'energy-kcal_100g': 226, 'energy-kcal_serving': 226, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 226, 'energy-kcal_value_computed': 228.2, 'energy_100g': 946, 'energy_serving': 946, 'energy_unit': 'kcal', 'energy_value': 226, 'fat': 21, 'fat_100g': 21, 'fat_serving': 21, 'fat_unit': 'g', 'fat_value': 21, 'fiber': 0.2, 'fiber_100g': 0.2, 'fiber_serving': 0.2, 'fiber_unit': 'g', 'fiber_value': 0.2, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'proteins': 5.4, 'proteins_100g': 5.4, 'proteins_serving': 5.4, 'proteins_unit': 'g', 'proteins_value': 5.4, 'salt': 0.7375, 'salt_100g': 0.738, 'salt_serving': 0.7375, 'salt_unit': 'g', 'salt_value': 0.7375, 'sodium': 0.295, 'sodium_100g': 0.295, 'sodium_serving': 0.295, 'sodium_unit': 'g', 'sodium_value': 0.295, 'sugars': 4.3, 'sugars_100g': 4.3, 'sugars_serving': 4.3, 'sugars_unit': 'g', 'sugars_value': 4.3}",unknown,Philadelphia
taifun,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, en:Meat alternatives, Tofu",4012359113108,"{'carbohydrates': 1.5, 'carbohydrates_100g': 1.5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 1.5, 'carbon-footprint-from-known-ingredients_100g': 20.06, 'carbon-footprint-from-known-ingredients_product': 40.1, 'energy': 782, 'energy-kcal': 198, 'energy-kcal_100g': 198, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 198, 'energy-kcal_value_computed': 190, 'energy-kj': 782, 'energy-kj_100g': 782, 'energy-kj_unit': 'kJ', 'energy-kj_value': 782, 'energy-kj_value_computed': 792.5, 'energy_100g': 782, 'energy_unit': 'kJ', 'energy_value': 782, 'fat': 12, 'fat_100g': 12, 'fat_unit': 'g', 'fat_value': 12, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 56.108912037037, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 56.108912037037, 'fruits-vegetables-nuts-estimate': 52.25, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 59.508912037037, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 59.508912037037, 'fruits-vegetables-nuts-estimate_100g': 52.25, 'fruits-vegetables-nuts-estimate_label': '0', 'fruits-vegetables-nuts-estimate_serving': 52.25, 'fruits-vegetables-nuts-estimate_unit': 'g', 'fruits-vegetables-nuts-estimate_value': 52.25, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 3, 'nutrition-score-fr_100g': 3, 'proteins': 19, 'proteins_100g': 19, 'proteins_unit': 'g', 'proteins_value': 19, 'salt': 1.6, 'salt_100g': 1.6, 'salt_unit': 'g', 'salt_value': 1.6, 'saturated-fat': 1.9, 'saturated-fat_100g': 1.9, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.9, 'sodium': 0.64, 'sodium_100g': 0.64, 'sodium_unit': 'g', 'sodium_value': 0.64, 'sugars': 0.5, 'sugars_100g': 0.5, 'sugars_unit': 'g', 'sugars_value': 0.5}",c,Räuchertofu Mandel-Sesam
Amoy,"Condiments, Sauces, Soy sauces, Groceries, fr:sauces-au-soja-salees",5000111044202,"{'carbohydrates': 28.6, 'carbohydrates_100g': 28.6, 'carbohydrates_serving': 28.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 28.6, 'energy': 502, 'energy-kcal': 120, 'energy-kcal_100g': 120, 'energy-kcal_serving': 120, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 120, 'energy-kcal_value_computed': 120.5, 'energy_100g': 502, 'energy_serving': 502, 'energy_unit': 'kcal', 'energy_value': 120, 'fat': 0.1, 'fat_100g': 0.1, 'fat_serving': 0.1, 'fat_unit': 'g', 'fat_value': 0.1, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 4.125, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 4.125, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 4.125, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 4.125, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 28, 'nutrition-score-fr_100g': 28, 'proteins': 1.3, 'proteins_100g': 1.3, 'proteins_serving': 1.3, 'proteins_unit': 'g', 'proteins_value': 1.3, 'salt': 15.54, 'salt_100g': 15.54, 'salt_serving': 15.5, 'salt_unit': 'g', 'salt_value': 15.54, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_serving': 0.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 6.216, 'sodium_100g': 6.216, 'sodium_serving': 6.22, 'sodium_unit': 'g', 'sodium_value': 6.216, 'sugars': 24.8, 'sugars_100g': 24.8, 'sugars_serving': 24.8, 'sugars_unit': 'g', 'sugars_value': 24.8}",e,Dark soy sauce
Ryvita,"Crisp bread, en:breads",5050974503736,"{'carbohydrates': 66.6, 'carbohydrates_100g': 66.6, 'carbohydrates_serving': 6.66, 'carbohydrates_unit': 'g', 'carbohydrates_value': 66.6, 'energy': 1454, 'energy-kcal': 344, 'energy-kcal_100g': 344, 'energy-kcal_serving': 34.4, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 344, 'energy-kcal_value_computed': 345, 'energy-kj': 1454, 'energy-kj_100g': 1454, 'energy-kj_serving': 145, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1454, 'energy-kj_value_computed': 1457, 'energy_100g': 1454, 'energy_serving': 145, 'energy_unit': 'kJ', 'energy_value': 1454, 'fat': 1.6, 'fat_100g': 1.6, 'fat_serving': 0.16, 'fat_unit': 'g', 'fat_value': 1.6, 'fiber': 14.5, 'fiber_100g': 14.5, 'fiber_serving': 1.45, 'fiber_unit': 'g', 'fiber_value': 14.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'magnesium': 0.0778, 'magnesium_100g': 0.0778, 'magnesium_serving': 0.00778, 'magnesium_unit': 'g', 'magnesium_value': 0.0778, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -2, 'nutrition-score-fr_100g': -2, 'proteins': 8.8, 'proteins_100g': 8.8, 'proteins_serving': 0.88, 'proteins_unit': 'g', 'proteins_value': 8.8, 'salt': 0.56, 'salt_100g': 0.56, 'salt_serving': 0.056, 'salt_unit': 'g', 'salt_value': 0.56, 'saturated-fat': 0.2, 'saturated-fat_100g': 0.2, 'saturated-fat_serving': 0.02, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.2, 'sodium': 0.224, 'sodium_100g': 0.224, 'sodium_serving': 0.0224, 'sodium_unit': 'g', 'sodium_value': 0.224, 'sugars': 2.5, 'sugars_100g': 2.5, 'sugars_serving': 0.25, 'sugars_unit': 'g', 'sugars_value': 2.5, 'zinc': 0.0017, 'zinc_100g': 0.0017, 'zinc_serving': 0.00017, 'zinc_unit': 'g', 'zinc_value': 0.0017}",a,Cracked Black Pepper Crispbead
"Nestlé, Garden gourmet","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Alternatives à la viande,Substituts de viande,Substituts de viande à partir de protéines de soja ou blé,Boulettes végétariennes,Boulettes à base de protéines de soja et ou blé",7613035694989,"{'carbohydrates': 5.2, 'carbohydrates_100g': 5.2, 'carbohydrates_serving': 3.64, 'carbohydrates_unit': 'g', 'carbohydrates_value': 5.2, 'carbon-footprint-from-known-ingredients_100g': 29.49, 'carbon-footprint-from-known-ingredients_product': 59, 'carbon-footprint-from-known-ingredients_serving': 20.6, 'energy': 942, 'energy-kcal': 227, 'energy-kcal_100g': 227, 'energy-kcal_serving': 159, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 227, 'energy-kcal_value_computed': 227, 'energy-kj': 942, 'energy-kj_100g': 942, 'energy-kj_serving': 659, 'energy-kj_unit': 'kJ', 'energy-kj_value': 942, 'energy-kj_value_computed': 943.8, 'energy_100g': 942, 'energy_serving': 659, 'energy_unit': 'kJ', 'energy_value': 942, 'fat': 14.4, 'fat_100g': 14.4, 'fat_serving': 10.1, 'fat_unit': 'g', 'fat_value': 14.4, 'fiber': 5.9, 'fiber_100g': 5.9, 'fiber_serving': 4.13, 'fiber_unit': 'g', 'fiber_value': 5.9, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 31.7, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 31.7, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 36.65, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 36.65, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -3, 'nutrition-score-fr_100g': -3, 'proteins': 16.2, 'proteins_100g': 16.2, 'proteins_serving': 11.3, 'proteins_unit': 'g', 'proteins_value': 16.2, 'salt': 1, 'salt_100g': 1, 'salt_serving': 0.7, 'salt_unit': 'g', 'salt_value': 1, 'saturated-fat': 1, 'saturated-fat_100g': 1, 'saturated-fat_serving': 0.7, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1, 'sodium': 0.4, 'sodium_100g': 0.4, 'sodium_serving': 0.28, 'sodium_unit': 'g', 'sodium_value': 0.4, 'sugars': 3.3, 'sugars_100g': 3.3, 'sugars_serving': 2.31, 'sugars_unit': 'g', 'sugars_value': 3.3}",a,Boulettes aux Légumes
"Belvita, Lu, Mondelez","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs,Biscuit sec pour petit déjeuner",7622210713902,"{'calcium': 0.267, 'calcium_100g': 0.267, 'calcium_serving': 0.0363, 'calcium_unit': 'g', 'calcium_value': 0.267, 'carbohydrates': 67, 'carbohydrates_100g': 67, 'carbohydrates_serving': 9.11, 'carbohydrates_unit': 'g', 'carbohydrates_value': 67, 'carbon-footprint-from-known-ingredients_100g': 59.56, 'carbon-footprint-from-known-ingredients_product': 387, 'carbon-footprint-from-known-ingredients_serving': 8.1, 'energy': 1864, 'energy-kcal': 444, 'energy-kcal_100g': 444, 'energy-kcal_serving': 60.4, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 444, 'energy-kcal_value_computed': 443.6, 'energy-kj': 1864, 'energy-kj_100g': 1864, 'energy-kj_serving': 254, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1864, 'energy-kj_value_computed': 1863.7, 'energy_100g': 1864, 'energy_serving': 254, 'energy_unit': 'kJ', 'energy_value': 1864, 'fat': 15, 'fat_100g': 15, 'fat_serving': 2.04, 'fat_unit': 'g', 'fat_value': 15, 'fiber': 5.7, 'fiber_100g': 5.7, 'fiber_serving': 0.775, 'fiber_unit': 'g', 'fiber_value': 5.7, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 10.075, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 10.075, 'iron': 0.0047, 'iron_100g': 0.0047, 'iron_serving': 0.000639, 'iron_unit': 'g', 'iron_value': 0.0047, 'magnesium': 0.143, 'magnesium_100g': 0.143, 'magnesium_serving': 0.0194, 'magnesium_unit': 'g', 'magnesium_value': 0.143, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 15, 'nutrition-score-fr_100g': 15, 'proteins': 7.3, 'proteins_100g': 7.3, 'proteins_serving': 0.993, 'proteins_unit': 'g', 'proteins_value': 7.3, 'salt': 0.69, 'salt_100g': 0.69, 'salt_serving': 0.0938, 'salt_unit': 'g', 'salt_value': 0.69, 'saturated-fat': 2.5, 'saturated-fat_100g': 2.5, 'saturated-fat_serving': 0.34, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.5, 'sodium': 0.276, 'sodium_100g': 0.276, 'sodium_serving': 0.0375, 'sodium_unit': 'g', 'sodium_value': 0.276, 'starch': 38, 'starch_100g': 38, 'starch_label': 'Amidon', 'starch_serving': 5.17, 'starch_unit': 'g', 'starch_value': 38, 'sugars': 28, 'sugars_100g': 28, 'sugars_serving': 3.81, 'sugars_unit': 'g', 'sugars_value': 28}",d,Belvita original  - Biscuits petit déjeuner miel & pépites de chocolat
"Côte d'Or, Mondelez International","Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates",7622210724519,"{'carbohydrates': 3.24, 'carbohydrates_100g': 36, 'carbohydrates_serving': 3.24, 'carbohydrates_unit': 'g', 'carbohydrates_value': 3.24, 'cocoa': 70, 'cocoa_100g': 70, 'cocoa_label': '0', 'cocoa_serving': 70, 'cocoa_unit': 'g', 'cocoa_value': 70, 'energy': 218, 'energy-kcal': 52.2, 'energy-kcal_100g': 580, 'energy-kcal_serving': 52.2, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 52.2, 'energy-kcal_value_computed': 52.056, 'energy_100g': 2420, 'energy_serving': 218, 'energy_unit': 'kcal', 'energy_value': 52.2, 'fat': 3.78, 'fat_100g': 42, 'fat_serving': 3.78, 'fat_unit': 'g', 'fat_value': 3.78, 'fiber': 0.9, 'fiber_100g': 10, 'fiber_serving': 0.9, 'fiber_unit': 'g', 'fiber_value': 0.9, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 20, 'nutrition-score-fr_100g': 20, 'proteins': 0.819, 'proteins_100g': 9.1, 'proteins_serving': 0.819, 'proteins_unit': 'g', 'proteins_value': 0.819, 'salt': 0.0072, 'salt_100g': 0.08, 'salt_serving': 0.0072, 'salt_unit': 'g', 'salt_value': 0.0072, 'saturated-fat': 2.25, 'saturated-fat_100g': 25, 'saturated-fat_serving': 2.25, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.25, 'sodium': 0.00288, 'sodium_100g': 0.032, 'sodium_serving': 0.00288, 'sodium_unit': 'g', 'sodium_value': 0.00288, 'sugars': 2.61, 'sugars_100g': 29, 'sugars_serving': 2.61, 'sugars_unit': 'g', 'sugars_value': 2.61}",e,Chocolat noir Bio 70%
Hovis,Wholemeal sliced breads,5010003000353,"{'carbohydrates': 17.8, 'carbohydrates_100g': 37.9, 'carbohydrates_serving': 17.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 17.8, 'energy': 435, 'energy-kcal': 104, 'energy-kcal_100g': 221, 'energy-kcal_serving': 104, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 104, 'energy-kcal_value_computed': 103.6, 'energy-kj': 435, 'energy-kj_100g': 926, 'energy-kj_serving': 435, 'energy-kj_unit': 'kJ', 'energy-kj_value': 435, 'energy-kj_value_computed': 437.7, 'energy_100g': 926, 'energy_serving': 435, 'energy_unit': 'kJ', 'energy_value': 435, 'fat': 0.8, 'fat_100g': 1.7, 'fat_serving': 0.8, 'fat_unit': 'g', 'fat_value': 0.8, 'fiber': 3.2, 'fiber_100g': 6.81, 'fiber_serving': 3.2, 'fiber_unit': 'g', 'fiber_value': 3.2, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': -1, 'nutrition-score-fr_100g': -1, 'proteins': 4.7, 'proteins_100g': 10, 'proteins_serving': 4.7, 'proteins_unit': 'g', 'proteins_value': 4.7, 'salt': 0.42, 'salt_100g': 0.894, 'salt_serving': 0.42, 'salt_unit': 'g', 'salt_value': 0.42, 'saturated-fat': 0.2, 'saturated-fat_100g': 0.426, 'saturated-fat_serving': 0.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.2, 'sodium': 0.168, 'sodium_100g': 0.357, 'sodium_serving': 0.168, 'sodium_unit': 'g', 'sodium_value': 0.168, 'sugars': 1.9, 'sugars_100g': 4.04, 'sugars_serving': 1.9, 'sugars_unit': 'g', 'sugars_value': 1.9, 'vitamin-b1': 0.0001, 'vitamin-b1_100g': 0.000213, 'vitamin-b1_serving': 0.0001, 'vitamin-b1_unit': 'g', 'vitamin-b1_value': 0.0001}",a,Tasty Wholemeal Thick Bag
Tyrrels,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips de pommes de terre à l'huile de tournesol",10600425,"{'carbohydrates': 51.8, 'carbohydrates_100g': 51.8, 'carbohydrates_serving': 51.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 51.8, 'energy': 2042, 'energy-kcal': 491, 'energy-kcal_100g': 491, 'energy-kcal_serving': 491, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 491, 'energy-kcal_value_computed': 479.4, 'energy-kj': 2042, 'energy-kj_100g': 2042, 'energy-kj_serving': 2040, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2042, 'energy-kj_value_computed': 2001.8, 'energy_100g': 2042, 'energy_serving': 2040, 'energy_unit': 'kJ', 'energy_value': 2042, 'fat': 27.2, 'fat_100g': 27.2, 'fat_serving': 27.2, 'fat_unit': 'g', 'fat_value': 27.2, 'fiber': 3.3, 'fiber_100g': 3.3, 'fiber_serving': 3.3, 'fiber_unit': 'g', 'fiber_value': 3.3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0.3, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0.3, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0.3, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0.3, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 16, 'nutrition-score-fr_100g': 16, 'proteins': 5.2, 'proteins_100g': 5.2, 'proteins_serving': 5.2, 'proteins_unit': 'g', 'proteins_value': 5.2, 'salt': 2, 'salt_100g': 2, 'salt_serving': 2, 'salt_unit': 'g', 'salt_value': 2, 'saturated-fat': 3, 'saturated-fat_100g': 3, 'saturated-fat_serving': 3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 3, 'sodium': 0.8, 'sodium_100g': 0.8, 'sodium_serving': 0.8, 'sodium_unit': 'g', 'sodium_value': 0.8, 'sugars': 0.6, 'sugars_100g': 0.6, 'sugars_serving': 0.6, 'sugars_unit': 'g', 'sugars_value': 0.6}",d,Chips sea salt & cider vinegar
